Time Period,Measure Type,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the nervous system,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",8.9,2,5,12.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the nervous system,By sex,Female,Visit count,2149000,443000,1281000,3017000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the nervous system,By sex,Female,"Visit rate (per 1,000 people)",12.9,2.7,7.7,18.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the nervous system,By sex,Male,Visit count,1172000,233000,715000,1630000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the nervous system,By sex,Male,"Visit rate (per 1,000 people)",7.3,1.5,4.4,10.1,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,Total,All visits,Visit count,1649000,395000,876000,2423000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,Total,All visits,"Visit rate (per 1,000 people)",5,1.2,2.7,7.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,0-17 years old,Visit count,487000,114000,264000,710000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",6.6,1.5,3.6,9.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,18-44 years old,Visit count,359000,98000,167000,551000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",3.1,0.8,1.4,4.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,45-64 years old,Visit count,491000,128000,240000,742000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",5.9,1.5,2.9,9,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,65+ years old,Visit count,313000,71000,174000,452000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",5.7,1.3,3.2,8.3,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,309000,109000,96000,522000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",7.6,2.6,2.4,12.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,Hispanic,Visit count,614000,171000,278000,950000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",9.9,2.7,4.6,15.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,367000,90000,191000,544000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",1.9,0.5,1,2.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By sex,Female,Visit count,972000,239000,503000,1441000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By sex,Female,"Visit rate (per 1,000 people)",5.8,1.4,3,8.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By sex,Male,Visit count,677000,156000,371000,983000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Eye and related diseases,By sex,Male,"Visit rate (per 1,000 people)",4.2,1,2.3,6.1,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,Total,All visits,Visit count,1238000,219000,810000,1667000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,Total,All visits,"Visit rate (per 1,000 people)",3.8,0.7,2.5,5.1,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,0-17 years old,Visit count,482000,107000,273000,692000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",6.6,1.5,3.7,9.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,18-44 years old,Visit count,265000,48000,172000,359000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",2.3,0.4,1.5,3.1,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,45-64 years old,Visit count,274000,50000,176000,372000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",3.3,0.6,2.1,4.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,65+ years old,Visit count,217000,45000,128000,305000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",4,0.8,2.3,5.6,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,150000,45000,61000,239000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",3.7,1.1,1.5,5.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,Hispanic,Visit count,402000,98000,209000,595000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",6.5,1.5,3.5,9.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,506000,123000,265000,747000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",2.6,0.6,1.4,3.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Female,Visit count,706000,126000,458000,954000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Female,"Visit rate (per 1,000 people)",4.2,0.8,2.8,5.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Male,Visit count,532000,94000,348000,717000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Ear and related diseases,By sex,Male,"Visit rate (per 1,000 people)",3.3,0.6,2.2,4.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,Total,All visits,Visit count,7223000,1308000,4660000,9786000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,Total,All visits,"Visit rate (per 1,000 people)",22.1,4,14.2,29.9,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,0-17 years old,Visit count,42000,10000,23000,61000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",0.6,0.1,0.3,0.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,18-44 years old,Visit count,1142000,204000,742000,1542000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",9.8,1.8,6.4,13.3,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,45-64 years old,Visit count,3463000,607000,2274000,4652000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",41.8,7.3,27.5,56.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,65+ years old,Visit count,2575000,534000,1529000,3622000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",47.1,9.8,27.9,66.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,1730000,576000,602000,2858000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",42.6,14,15.1,70,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,Hispanic,Visit count,1806000,475000,875000,2736000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",29.1,7.5,14.4,43.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,2857000,599000,1683000,4032000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",14.7,3,8.9,20.6,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Female,Visit count,4098000,764000,2601000,5595000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Female,"Visit rate (per 1,000 people)",24.7,4.6,15.6,33.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Male,Visit count,3124000,552000,2042000,4207000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Heart and circulatory-related diseases,By sex,Male,"Visit rate (per 1,000 people)",19.4,3.4,12.7,26.1,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,Total,All visits,Visit count,5833000,1029000,3817000,7850000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,Total,All visits,"Visit rate (per 1,000 people)",17.8,3.1,11.7,24,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,0-17 years old,Visit count,1806000,335000,1149000,2463000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",24.6,4.6,15.6,33.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,18-44 years old,Visit count,1532000,318000,908000,2155000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",13.2,2.7,7.8,18.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,45-64 years old,Visit count,1594000,300000,1007000,2181000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",19.3,3.6,12.2,26.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,65+ years old,Visit count,902000,189000,532000,1272000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By age,65+ years old,"Visit rate (per 1,000 people)",16.5,3.5,9.7,23.3,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,1088000,353000,397000,1779000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",26.8,8.6,10,43.6,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,Hispanic,Visit count,1663000,436000,808000,2517000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",26.8,6.8,13.4,40.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"White, non-Hispanic",Visit count,2377000,522000,1353000,3401000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",12.2,2.6,7.1,17.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Female,Visit count,3584000,664000,2283000,4885000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Female,"Visit rate (per 1,000 people)",21.6,4,13.7,29.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Male,Visit count,2249000,377000,1509000,2988000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Lung and breathing-related diseases,By sex,Male,"Visit rate (per 1,000 people)",14,2.3,9.4,18.6,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,Total,All visits,Visit count,5158000,991000,3215000,7101000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",15.8,3,9.8,21.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,0-17 years old,Visit count,747000,162000,428000,1065000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",10.2,2.2,5.8,14.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,18-44 years old,Visit count,1577000,338000,915000,2239000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",13.6,2.9,7.9,19.3,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,45-64 years old,Visit count,1822000,343000,1149000,2496000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",22,4.1,13.9,30.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,65+ years old,Visit count,1012000,211000,598000,1426000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",18.5,3.9,10.9,26.1,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Black, non-Hispanic",Visit count,939000,303000,346000,1533000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",23.1,7.4,8.7,37.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,1660000,519000,644000,2677000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",26.8,8.1,10.8,42.7,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"White, non-Hispanic",Visit count,2004000,426000,1170000,2838000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",10.3,2.1,6.2,14.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Female,Visit count,3127000,611000,1930000,4325000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",18.8,3.7,11.6,26,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Male,Visit count,2030000,390000,1266000,2794000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",12.6,2.4,7.9,17.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,Total,All visits,Visit count,2524000,466000,1610000,3438000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,Total,All visits,"Visit rate (per 1,000 people)",7.7,1.4,4.9,10.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,0-17 years old,Visit count,657000,131000,401000,914000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",9,1.8,5.5,12.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,18-44 years old,Visit count,784000,152000,485000,1082000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",6.7,1.3,4.2,9.3,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,45-64 years old,Visit count,688000,129000,435000,941000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",8.3,1.6,5.3,11.4,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,65+ years old,Visit count,395000,82000,234000,556000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By age,65+ years old,"Visit rate (per 1,000 people)",7.2,1.5,4.3,10.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,506000,175000,164000,849000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",12.5,4.3,4.1,20.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,Hispanic,Visit count,779000,194000,399000,1159000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",12.6,3,6.6,18.5,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"White, non-Hispanic",Visit count,885000,204000,485000,1284000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",4.6,1,2.5,6.6,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Female,Visit count,1545000,298000,960000,2130000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Female,"Visit rate (per 1,000 people)",9.3,1.8,5.8,12.8,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Male,Visit count,979000,172000,641000,1317000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Skin and tissue diseases,By sex,Male,"Visit rate (per 1,000 people)",6.1,1.1,4,8.2,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,Total,All visits,Visit count,5660000,1121000,3463000,7857000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,Total,All visits,"Visit rate (per 1,000 people)",17.3,3.4,10.6,24,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,0-17 years old,Visit count,229000,46000,139000,319000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,0-17 years old,"Visit rate (per 1,000 people)",3.1,0.6,1.9,4.3,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,18-44 years old,Visit count,1331000,249000,844000,1819000,Yes
Jul.-Dec. 2022,Diagnosis Chapter,Diseases of the musculoskeletal system,By age,18-44 years old,"Visit rate (per 1,000 people)",11.5,2.1,7.3,15.6,Yes
